StartDate,EndDate,ResponseId,Q4,Q5,Q5_24_TEXT,Q7,Q51,Q9,Q10,Q37,Q38,Q39,Q42,Q42_15_TEXT,Q31,Q44,Q46,Q48,Q23,Q24,Q25
2023-09-15 12:33:11,2023-09-15 12:35:32,R_1rrFh8CxSId9JyX,Yes,"Paint,Drawing,Illustration ,Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Text-to-image models",No,Disagree,Strongly disagree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Strongly disagree,Strongly disagree,30-49,No,Male
2023-09-15 12:32:04,2023-09-15 12:35:53,R_sdrzSsfiG0Sec3D,Somewhat,"Writing ,Other, please specify",Game Design,Yes,No,"AI art generally,Text-to-image models",Yes,Strongly disagree,Agree,Disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Public availability to art,Strongly agree,Neutral,Agree,30-49,No,Male
2023-09-15 12:34:01,2023-09-15 12:36:01,R_3DV7w4StiaUqvn3,Yes,"Photography,Paint,Drawing,Graphic design ,Craft,Designer ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Agree,Strongly agree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made,A portion of any profit made From the model creators",,,Strongly agree,Agree,Strongly agree,30-49,Yes,Male
2023-09-15 12:33:53,2023-09-15 12:36:57,R_29nLS74Dly4NvwG,Somewhat,"Photography,Cinematography ",,No,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Neutral,Disagree,Neutral,I don't need to profit,,,Neutral,Disagree,Neutral,18 - 29,No,Male
2023-09-15 12:23:44,2023-09-15 12:37:58,R_3Rjwqe2aEnmJNRT,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Agree,Agree,"A portion of any profit made From the model creators,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,local business,Agree,Agree,Agree,30-49,No,Male
2023-09-15 12:22:39,2023-09-15 12:38:28,R_1l4aF9A9GFpEU22,Yes,Sculpture,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models",No,Strongly agree,Strongly agree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),I don't need to profit,I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Strongly agree,Strongly agree,30-49,No,Male
2023-09-15 12:37:17,2023-09-15 12:39:26,R_3n0gOfoQ7jmKkRE,Yes,"Photography,Drawing,Writing ",,No,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Neutral,Disagree,Neutral,"I don't need to profit,I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Strongly agree,Disagree,30-49,No,Male
2023-09-15 12:36:40,2023-09-15 12:39:51,R_C7I9qbrtyaRahPz,Yes,"Photography,Drawing,Tattoo,Illustration ,Craft,Jewelry ,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Disagree,Disagree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly disagree,Strongly agree,Strongly disagree,30-49,Yes,Male
2023-09-15 12:39:54,2023-09-15 12:41:39,R_3MRI5YEdWdUdEca,Yes,Not an artist,,,,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),None of the above",None of the above,Strongly disagree,Disagree,Strongly disagree,"Other, please specify",,,Disagree,Strongly disagree,Disagree,30-49,No,Male
2023-09-15 12:36:45,2023-09-15 12:41:59,R_32JRXzAdx57y6sS,Somewhat,Photography,,Yes,No,"AI art generally,Text-to-image models",No,Strongly disagree,Agree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Neutral,Agree,30-49,No,Male
2023-09-15 12:38:44,2023-09-15 12:42:40,R_1eFWvuuyPtmk8kO,Somewhat,"Photography,Music ,Performance ",,Yes,No,None of the above,No,Agree,Disagree,Agree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Neutral,Strongly disagree,Agree,65 or older,No,Male
2023-09-15 12:37:31,2023-09-15 12:42:55,R_4NmsT20VeRpB4I1,Somewhat,"Drawing,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Agree,Agree,Agree,A flat fee,,,Agree,Neutral,Agree,50-64,No,Male
2023-09-15 12:39:45,2023-09-15 12:43:03,R_2pVQirLwY1pwBo4,Somewhat,Music,,Yes,No,Large Language Models,No,Disagree,Agree,Disagree,"A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model",,,Agree,Disagree,Agree,65 or older,No,Male
2023-09-15 12:41:33,2023-09-15 12:43:12,R_1ly21i6JJxGuOGx,Somewhat,Photography,,Yes,No,AI art generally,No,Agree,Agree,Agree,A portion of any profit made From the model creators,,,Agree,Agree,Neutral,30-49,No,Male
2023-09-15 12:37:53,2023-09-15 12:43:13,R_2WD1Wf4RTG2Pjyz,Somewhat,"Music ,Performance ",,Yes,No,None of the above,No,Strongly disagree,Strongly disagree,Strongly disagree,"A portion of any profit made,A flat fee",,,Strongly agree,Strongly disagree,Strongly agree,30-49,No,Male
2023-09-15 12:38:43,2023-09-15 12:43:29,R_3iQKpmYOprPX1v2,Yes,Graphic design,,No,No,AI art generally,Yes,Agree,Agree,Neutral,A portion of any profit made,,,Agree,Strongly agree,Agree,30-49,No,Male
2023-09-15 12:41:29,2023-09-15 12:44:07,R_wMB7xoZs9zThiCZ,Somewhat,"Paint,Drawing,Writing ,Music ",,Yes,No,None of the above,No,Disagree,Strongly agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Disagree,Agree,30-49,No,Male
2023-09-15 12:41:36,2023-09-15 12:44:11,R_2S6UV021hPw2Buj,Somewhat,"Paint,Sculpture ,Craft,Designer ,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Neutral,Neutral,Neutral,I don't need to profit,,,Neutral,Neutral,Neutral,30-49,No,Male
2023-09-15 12:38:25,2023-09-15 12:44:26,R_30k4NKGrDDPaSAF,Somewhat,"Paint,Sculpture ",,Yes,Prefer not to respond,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Neutral,Disagree,Strongly disagree,A portion of any profit made From the model creators,,,Agree,Agree,Neutral,30-49,No,Male
2023-09-15 12:33:17,2023-09-15 12:44:58,R_2y7mNO7xyWFcGgT,Yes,"Photography,Paint,Drawing",,Yes,Yes,AI art generally,Yes,Strongly agree,Strongly disagree,Strongly agree,A flat fee For each derivative work sold (by anyone using the model),,,Strongly agree,Strongly agree,Strongly disagree,30-49,No,Male
2023-09-15 12:37:43,2023-09-15 12:45:22,R_6RJtUFsafNDW5G1,Somewhat,"Paint,Drawing,Writing ,Music ",,No,No,"AI art generally,Large Language Models,Text-to-image models",No,Strongly agree,Neutral,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Neutral,Strongly agree,30-49,Yes,Male
2023-09-15 12:40:55,2023-09-15 12:45:47,R_3irJOIiLhEyY9yS,Yes,"Photography,Paint,Drawing,Graphic design ",,No,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Strongly agree,Agree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model",,,Neutral,Agree,Agree,30-49,No,Male
2023-09-15 12:43:57,2023-09-15 12:45:50,R_1FEr9yuitEg9jMC,Somewhat,"Photography,Paint,Drawing",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Neutral,Neutral,Neutral,A flat fee,,,Agree,Neutral,Agree,50-64,No,Male
2023-09-15 12:29:14,2023-09-15 12:46:22,R_1IW2pAFUANejXku,Somewhat,"Drawing,Writing ",,No,No,AI art generally,No,Disagree,Strongly disagree,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Agree,Neutral,Agree,30-49,Yes,Male
2023-09-15 12:43:49,2023-09-15 12:46:55,R_2R35DaGwN6pP8ha,Yes,"Photography,Drawing,Graphic design ,Sculpture ,Writing ,Performance ",,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",Yes,Agree,Strongly agree,Strongly agree,I would donate the use of my artwork to train AI art models (no compensation),,,Strongly agree,Agree,Strongly agree,18 - 29,Yes,Male
2023-09-15 12:42:33,2023-09-15 12:46:55,R_xDfNCAAXJdRwe7D,Somewhat,"Photography,Drawing",,Yes,No,"AI art generally,Large Language Models,Text-to-image models",Yes,Agree,Agree,Strongly disagree,A portion of any profit made,,,Strongly disagree,Agree,Strongly agree,30-49,Yes,Male
2023-09-15 12:44:01,2023-09-15 12:47:28,R_2a9TMrxdebPaad2,Somewhat,"Drawing,Tattoo",,Yes,No,None of the above,No,Neutral,Neutral,Neutral,A flat fee,,,Agree,Neutral,Disagree,30-49,No,Male
2023-09-15 12:45:13,2023-09-15 12:48:14,R_2uKkaxWvFID08X0,Yes,"Music ,Performance ",,Yes,Yes,AI art generally,No,Strongly agree,Agree,Neutral,"A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Neutral,Agree,18 - 29,No,Male
2023-09-15 12:45:00,2023-09-15 12:48:45,R_0IGbRDqQVTAcIY9,Yes,"Paint,Drawing,Illustration ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Agree,Strongly agree,Strongly agree,I would donate the use of my artwork to train AI art models (no compensation),,,Strongly agree,Strongly agree,Agree,30-49,Yes,Male
2023-09-15 12:45:59,2023-09-15 12:48:47,R_0oiOYJGfuDpWWrL,Somewhat,"Photography,Illustration ,Music ",,Yes,No,AI art generally,No,Disagree,Neutral,Agree,"A flat fee,A flat fee For each derivative work sold (by anyone using the model)",,,Agree,Neutral,Strongly agree,65 or older,No,Male
2023-09-15 12:46:44,2023-09-15 12:49:00,R_2RPKDCoDBKbiLu3,Yes,"Paint,Drawing",,No,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Strongly agree,Strongly agree,Strongly agree,A flat fee,,,Strongly agree,Strongly agree,Strongly agree,50-64,No,Male
2023-09-15 12:47:20,2023-09-15 12:49:23,R_21b2fPYxuFPRmnr,Somewhat,"Drawing,Designer ",,Yes,No,AI art generally,Yes,Disagree,Disagree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Agree,Strongly agree,Agree,18 - 29,Yes,Male
2023-09-15 12:47:31,2023-09-15 12:49:31,R_2a8iMOlpLMnoar5,Yes,"Photography,Paint,Graphic design ,Cinematography ",,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Neutral,Neutral,Agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made,A flat fee For each derivative work sold (by anyone using the model)",,,Agree,Strongly agree,Neutral,30-49,Yes,Male
2023-09-15 12:44:09,2023-09-15 12:49:37,R_1PbeXIV0ibMMnHf,Somewhat,"Paint,Drawing,Graphic design ,Illustration ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Strongly agree,Neutral,Strongly agree,A portion of any profit made,,,Agree,Agree,Strongly agree,30-49,No,Male
2023-09-15 12:45:16,2023-09-15 12:49:47,R_1QyHz0wfdiHRyLR,Somewhat,"Drawing,Tattoo,Music ",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Neutral,Neutral,Agree,A flat fee For each derivative work sold (by anyone using the model),,,Agree,Neutral,Agree,18 - 29,Yes,Male
2023-09-15 12:47:55,2023-09-15 12:49:52,R_2roO1cb4WbM7kx5,Somewhat,"Drawing,Craft,Maker,Designer ,Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Disagree,Agree,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Disagree,Strongly agree,30-49,No,Male
2023-09-15 12:47:47,2023-09-15 12:50:00,R_1ghx4L8hvsY5r1o,Somewhat,Music,,No,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Agree,Agree,Agree,A portion of any profit made From the model creators,,,Agree,Agree,Agree,18 - 29,Yes,Male
2023-09-15 12:48:09,2023-09-15 12:50:39,R_27BcTk89j6nViyA,Yes,"Photography,Drawing,Graphic design ,Sculpture ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",Yes,Strongly agree,Agree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),A portion of any profit made",,,Agree,Agree,Strongly agree,30-49,No,Male
2023-09-15 12:48:18,2023-09-15 12:50:43,R_1BOZv3cuufqwn4j,Yes,"Paint,Drawing,Graphic design ,Textile ",,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models",Yes,Agree,Agree,Agree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art,I would not feel comfortable with any of the options listed above",,,Agree,Strongly agree,Agree,30-49,Yes,Male
2023-09-15 12:47:20,2023-09-15 12:50:43,R_1C3X5zTICk0OtJD,Yes,"Paint,Drawing,Tattoo",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Strongly agree,Agree,Neutral,"I would donate the use of my artwork to train AI art models (no compensation),A flat fee from the model creators, for the use of my artwork as training data",,,Disagree,Neutral,Neutral,30-49,No,Male
2023-09-15 12:48:50,2023-09-15 12:50:57,R_xt6k5Lhz94G1GsV,Yes,"Illustration ,Music ",,Yes,No,Text-to-image models,No,Strongly agree,Strongly agree,Neutral,A portion of any profit made,,,Strongly disagree,Strongly agree,Strongly disagree,18 - 29,No,Male
2023-09-15 12:47:09,2023-09-15 12:51:05,R_5pdwz9IzYVw67Sx,Yes,"Music ,Performance ",,No,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Strongly agree,Strongly agree,Strongly agree,I would donate the use of my artwork to train AI art models (no compensation),,,Strongly agree,Strongly agree,Agree,30-49,No,Male
